genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
opera_ms_8915_SemiBin_77.fa,66_1,0.050000000000000044,average,fastANI,66
flye_4143_SemiBin_201.fa,67_1,0.050000000000000044,average,fastANI,67
flye_nextpolish_4143_SemiBin_232.fa,67_1,0.050000000000000044,average,fastANI,67
hybridspades_4143_SemiBin_16.fa,67_1,0.050000000000000044,average,fastANI,67
metamdbg_4143_SemiBin_384.fa,67_1,0.050000000000000044,average,fastANI,67
metamdbg_nextpolish_4143_SemiBin_381.fa,67_1,0.050000000000000044,average,fastANI,67
myloasm_4143_SemiBin_530.fa,67_1,0.050000000000000044,average,fastANI,67
myloasm_nextpolish_4143_SemiBin_516.fa,67_1,0.050000000000000044,average,fastANI,67
metamdbg_8373_SemiBin_486.fa,68_1,0.050000000000000044,average,fastANI,68
metamdbg_nextpolish_8373_SemiBin_521.fa,68_1,0.050000000000000044,average,fastANI,68
myloasm_8373_SemiBin_106.fa,68_1,0.050000000000000044,average,fastANI,68
myloasm_nextpolish_8373_SemiBin_118.fa,68_1,0.050000000000000044,average,fastANI,68
flye_0942_SemiBin_237.fa,68_2,0.050000000000000044,average,fastANI,68
flye_4143_SemiBin_200.fa,68_2,0.050000000000000044,average,fastANI,68
flye_8366_SemiBin_204.fa,68_2,0.050000000000000044,average,fastANI,68
flye_8373_SemiBin_134.fa,68_2,0.050000000000000044,average,fastANI,68
flye_8915_SemiBin_296.fa,68_2,0.050000000000000044,average,fastANI,68
flye_nextpolish_0942_SemiBin_248.fa,68_2,0.050000000000000044,average,fastANI,68
flye_nextpolish_4143_SemiBin_231.fa,68_2,0.050000000000000044,average,fastANI,68
flye_nextpolish_8366_SemiBin_200.fa,68_2,0.050000000000000044,average,fastANI,68
flye_nextpolish_8373_SemiBin_135.fa,68_2,0.050000000000000044,average,fastANI,68
flye_nextpolish_8915_SemiBin_257.fa,68_2,0.050000000000000044,average,fastANI,68
hybridspades_0942_SemiBin_3.fa,68_2,0.050000000000000044,average,fastANI,68
hybridspades_4143_SemiBin_24.fa,68_2,0.050000000000000044,average,fastANI,68
hybridspades_8366_SemiBin_60.fa,68_2,0.050000000000000044,average,fastANI,68
hybridspades_8373_SemiBin_6.fa,68_2,0.050000000000000044,average,fastANI,68
hybridspades_8915_SemiBin_33.fa,68_2,0.050000000000000044,average,fastANI,68
metamdbg_0942_SemiBin_172.fa,68_2,0.050000000000000044,average,fastANI,68
metamdbg_4143_SemiBin_272.fa,68_2,0.050000000000000044,average,fastANI,68
metamdbg_8366_SemiBin_184.fa,68_2,0.050000000000000044,average,fastANI,68
metamdbg_8373_SemiBin_382.fa,68_2,0.050000000000000044,average,fastANI,68
metamdbg_8915_SemiBin_147.fa,68_2,0.050000000000000044,average,fastANI,68
metamdbg_nextpolish_0942_SemiBin_177.fa,68_2,0.050000000000000044,average,fastANI,68
metamdbg_nextpolish_4143_SemiBin_279.fa,68_2,0.050000000000000044,average,fastANI,68
metamdbg_nextpolish_8366_SemiBin_158.fa,68_2,0.050000000000000044,average,fastANI,68
metamdbg_nextpolish_8373_SemiBin_376.fa,68_2,0.050000000000000044,average,fastANI,68
metamdbg_nextpolish_8915_SemiBin_227.fa,68_2,0.050000000000000044,average,fastANI,68
myloasm_0942_SemiBin_303.fa,68_2,0.050000000000000044,average,fastANI,68
myloasm_4143_SemiBin_90.fa,68_2,0.050000000000000044,average,fastANI,68
myloasm_8366_SemiBin_359.fa,68_2,0.050000000000000044,average,fastANI,68
myloasm_8373_SemiBin_58.fa,68_2,0.050000000000000044,average,fastANI,68
myloasm_nextpolish_0942_SemiBin_296.fa,68_2,0.050000000000000044,average,fastANI,68
myloasm_nextpolish_4143_SemiBin_112.fa,68_2,0.050000000000000044,average,fastANI,68
myloasm_nextpolish_8366_SemiBin_359.fa,68_2,0.050000000000000044,average,fastANI,68
myloasm_nextpolish_8373_SemiBin_83.fa,68_2,0.050000000000000044,average,fastANI,68
opera_ms_0942_SemiBin_16.fa,68_2,0.050000000000000044,average,fastANI,68
opera_ms_8366_SemiBin_4.fa,68_2,0.050000000000000044,average,fastANI,68
opera_ms_8373_SemiBin_47.fa,68_2,0.050000000000000044,average,fastANI,68
opera_ms_8915_SemiBin_18.fa,68_2,0.050000000000000044,average,fastANI,68
myloasm_nextpolish_0942_SemiBin_82.fa,69_0,0.050000000000000044,average,fastANI,69
flye_8373_SemiBin_144.fa,70_1,0.050000000000000044,average,fastANI,70
flye_nextpolish_8373_SemiBin_203.fa,70_1,0.050000000000000044,average,fastANI,70
hybridspades_4143_SemiBin_81.fa,70_1,0.050000000000000044,average,fastANI,70
hybridspades_8373_SemiBin_8.fa,70_1,0.050000000000000044,average,fastANI,70
metamdbg_8373_SemiBin_361.fa,70_1,0.050000000000000044,average,fastANI,70
metamdbg_nextpolish_8373_SemiBin_401.fa,70_1,0.050000000000000044,average,fastANI,70
myloasm_8373_SemiBin_487.fa,70_1,0.050000000000000044,average,fastANI,70
myloasm_nextpolish_8373_SemiBin_485.fa,70_1,0.050000000000000044,average,fastANI,70
opera_ms_8373_SemiBin_26.fa,70_1,0.050000000000000044,average,fastANI,70
flye_8915_SemiBin_280.fa,71_1,0.050000000000000044,average,fastANI,71
flye_nextpolish_8915_SemiBin_255.fa,71_1,0.050000000000000044,average,fastANI,71
hybridspades_8915_SemiBin_74.fa,71_1,0.050000000000000044,average,fastANI,71
metamdbg_8915_SemiBin_315.fa,71_1,0.050000000000000044,average,fastANI,71
metamdbg_nextpolish_8915_SemiBin_314.fa,71_1,0.050000000000000044,average,fastANI,71
myloasm_8915_SemiBin_226.fa,71_1,0.050000000000000044,average,fastANI,71
myloasm_nextpolish_8915_SemiBin_227.fa,71_1,0.050000000000000044,average,fastANI,71
opera_ms_8915_SemiBin_51.fa,71_1,0.050000000000000044,average,fastANI,71
flye_8915_SemiBin_304.fa,72_1,0.050000000000000044,average,fastANI,72
flye_nextpolish_8915_SemiBin_261.fa,72_1,0.050000000000000044,average,fastANI,72
hybridspades_8915_SemiBin_4.fa,72_1,0.050000000000000044,average,fastANI,72
metamdbg_8915_SemiBin_67.fa,72_1,0.050000000000000044,average,fastANI,72
metamdbg_nextpolish_8915_SemiBin_168.fa,72_1,0.050000000000000044,average,fastANI,72
myloasm_8915_SemiBin_225.fa,72_1,0.050000000000000044,average,fastANI,72
myloasm_nextpolish_8915_SemiBin_228.fa,72_1,0.050000000000000044,average,fastANI,72
opera_ms_8915_SemiBin_27.fa,72_1,0.050000000000000044,average,fastANI,72
flye_8915_SemiBin_47.fa,73_1,0.050000000000000044,average,fastANI,73
flye_nextpolish_8915_SemiBin_86.fa,73_1,0.050000000000000044,average,fastANI,73
hybridspades_8915_SemiBin_161.fa,73_1,0.050000000000000044,average,fastANI,73
metamdbg_nextpolish_8915_SemiBin_75.fa,73_1,0.050000000000000044,average,fastANI,73
myloasm_nextpolish_8915_SemiBin_57.fa,73_1,0.050000000000000044,average,fastANI,73
opera_ms_8915_SemiBin_44.fa,73_1,0.050000000000000044,average,fastANI,73
flye_8366_SemiBin_567.fa,74_1,0.050000000000000044,average,fastANI,74
flye_nextpolish_8366_SemiBin_552.fa,74_1,0.050000000000000044,average,fastANI,74
hybridspades_8366_SemiBin_3.fa,74_1,0.050000000000000044,average,fastANI,74
metamdbg_8366_SemiBin_443.fa,74_1,0.050000000000000044,average,fastANI,74
metamdbg_nextpolish_8366_SemiBin_450.fa,74_1,0.050000000000000044,average,fastANI,74
myloasm_8366_SemiBin_394.fa,74_1,0.050000000000000044,average,fastANI,74
myloasm_nextpolish_8366_SemiBin_402.fa,74_1,0.050000000000000044,average,fastANI,74
flye_8915_SemiBin_303.fa,75_1,0.050000000000000044,average,fastANI,75
flye_nextpolish_8915_SemiBin_260.fa,75_1,0.050000000000000044,average,fastANI,75
hybridspades_8915_SemiBin_3.fa,75_1,0.050000000000000044,average,fastANI,75
metamdbg_8915_SemiBin_586.fa,75_1,0.050000000000000044,average,fastANI,75
metamdbg_nextpolish_8915_SemiBin_580.fa,75_1,0.050000000000000044,average,fastANI,75
myloasm_8915_SemiBin_587.fa,75_1,0.050000000000000044,average,fastANI,75
myloasm_nextpolish_8915_SemiBin_586.fa,75_1,0.050000000000000044,average,fastANI,75
opera_ms_8915_SemiBin_38.fa,75_1,0.050000000000000044,average,fastANI,75
flye_4143_SemiBin_165.fa,76_1,0.050000000000000044,average,fastANI,76
flye_nextpolish_4143_SemiBin_189.fa,76_1,0.050000000000000044,average,fastANI,76
hybridspades_4143_SemiBin_68.fa,76_1,0.050000000000000044,average,fastANI,76
metamdbg_4143_SemiBin_29.fa,76_1,0.050000000000000044,average,fastANI,76
metamdbg_nextpolish_4143_SemiBin_29.fa,76_1,0.050000000000000044,average,fastANI,76
myloasm_4143_SemiBin_74.fa,76_1,0.050000000000000044,average,fastANI,76
myloasm_nextpolish_4143_SemiBin_73.fa,76_1,0.050000000000000044,average,fastANI,76
opera_ms_4143_SemiBin_37.fa,76_1,0.050000000000000044,average,fastANI,76
flye_4143_SemiBin_213.fa,77_1,0.050000000000000044,average,fastANI,77
flye_8915_SemiBin_115.fa,77_1,0.050000000000000044,average,fastANI,77
flye_nextpolish_4143_SemiBin_228.fa,77_1,0.050000000000000044,average,fastANI,77
flye_nextpolish_8915_SemiBin_93.fa,77_1,0.050000000000000044,average,fastANI,77
hybridspades_4143_SemiBin_6.fa,77_1,0.050000000000000044,average,fastANI,77
hybridspades_8915_SemiBin_52.fa,77_1,0.050000000000000044,average,fastANI,77
metamdbg_4143_SemiBin_540.fa,77_1,0.050000000000000044,average,fastANI,77
metamdbg_8915_SemiBin_202.fa,77_1,0.050000000000000044,average,fastANI,77
metamdbg_nextpolish_4143_SemiBin_559.fa,77_1,0.050000000000000044,average,fastANI,77
metamdbg_nextpolish_8915_SemiBin_49.fa,77_1,0.050000000000000044,average,fastANI,77
myloasm_4143_SemiBin_265.fa,77_1,0.050000000000000044,average,fastANI,77
myloasm_8915_SemiBin_198.fa,77_1,0.050000000000000044,average,fastANI,77
myloasm_nextpolish_4143_SemiBin_263.fa,77_1,0.050000000000000044,average,fastANI,77
myloasm_nextpolish_8915_SemiBin_217.fa,77_1,0.050000000000000044,average,fastANI,77
opera_ms_4143_SemiBin_8.fa,77_1,0.050000000000000044,average,fastANI,77
opera_ms_8915_SemiBin_105.fa,77_1,0.050000000000000044,average,fastANI,77
hybridspades_8373_SemiBin_145.fa,78_1,0.050000000000000044,average,fastANI,78
myloasm_nextpolish_8373_SemiBin_75.fa,78_1,0.050000000000000044,average,fastANI,78
opera_ms_8373_SemiBin_151.fa,78_1,0.050000000000000044,average,fastANI,78
flye_4143_SemiBin_163.fa,79_1,0.050000000000000044,average,fastANI,79
flye_8366_SemiBin_223.fa,79_1,0.050000000000000044,average,fastANI,79
flye_8373_SemiBin_580.fa,79_1,0.050000000000000044,average,fastANI,79
flye_nextpolish_4143_SemiBin_138.fa,79_1,0.050000000000000044,average,fastANI,79
flye_nextpolish_8366_SemiBin_233.fa,79_1,0.050000000000000044,average,fastANI,79
flye_nextpolish_8373_SemiBin_596.fa,79_1,0.050000000000000044,average,fastANI,79
hybridspades_4143_SemiBin_5.fa,79_1,0.050000000000000044,average,fastANI,79
hybridspades_8366_SemiBin_11.fa,79_1,0.050000000000000044,average,fastANI,79
hybridspades_8373_SemiBin_2.fa,79_1,0.050000000000000044,average,fastANI,79
metamdbg_4143_SemiBin_506.fa,79_1,0.050000000000000044,average,fastANI,79
metamdbg_8366_SemiBin_321.fa,79_1,0.050000000000000044,average,fastANI,79
metamdbg_8373_SemiBin_249.fa,79_1,0.050000000000000044,average,fastANI,79
metamdbg_nextpolish_4143_SemiBin_507.fa,79_1,0.050000000000000044,average,fastANI,79
metamdbg_nextpolish_8366_SemiBin_320.fa,79_1,0.050000000000000044,average,fastANI,79
metamdbg_nextpolish_8373_SemiBin_260.fa,79_1,0.050000000000000044,average,fastANI,79
myloasm_4143_SemiBin_526.fa,79_1,0.050000000000000044,average,fastANI,79
myloasm_8366_SemiBin_383.fa,79_1,0.050000000000000044,average,fastANI,79
myloasm_8373_SemiBin_485.fa,79_1,0.050000000000000044,average,fastANI,79
myloasm_nextpolish_4143_SemiBin_511.fa,79_1,0.050000000000000044,average,fastANI,79
myloasm_nextpolish_8366_SemiBin_396.fa,79_1,0.050000000000000044,average,fastANI,79
myloasm_nextpolish_8373_SemiBin_486.fa,79_1,0.050000000000000044,average,fastANI,79
opera_ms_4143_SemiBin_27.fa,79_1,0.050000000000000044,average,fastANI,79
opera_ms_8366_SemiBin_19.fa,79_1,0.050000000000000044,average,fastANI,79
opera_ms_8373_SemiBin_44.fa,79_1,0.050000000000000044,average,fastANI,79
flye_4143_SemiBin_86.fa,80_1,0.050000000000000044,average,fastANI,80
flye_nextpolish_4143_SemiBin_117.fa,80_1,0.050000000000000044,average,fastANI,80
hybridspades_4143_SemiBin_220.fa,80_1,0.050000000000000044,average,fastANI,80
metamdbg_8366_SemiBin_50.fa,80_1,0.050000000000000044,average,fastANI,80
myloasm_4143_SemiBin_162.fa,80_1,0.050000000000000044,average,fastANI,80
myloasm_nextpolish_4143_SemiBin_162.fa,80_1,0.050000000000000044,average,fastANI,80
flye_8373_SemiBin_140.fa,81_1,0.050000000000000044,average,fastANI,81
flye_nextpolish_8373_SemiBin_13.fa,81_1,0.050000000000000044,average,fastANI,81
flye_nextpolish_8915_SemiBin_64.fa,81_1,0.050000000000000044,average,fastANI,81
hybridspades_8373_SemiBin_170.fa,81_1,0.050000000000000044,average,fastANI,81
hybridspades_8915_SemiBin_249.fa,81_1,0.050000000000000044,average,fastANI,81
metamdbg_8373_SemiBin_22.fa,81_1,0.050000000000000044,average,fastANI,81
metamdbg_8915_SemiBin_19.fa,81_1,0.050000000000000044,average,fastANI,81
metamdbg_nextpolish_8373_SemiBin_59.fa,81_1,0.050000000000000044,average,fastANI,81
metamdbg_nextpolish_8915_SemiBin_128.fa,81_1,0.050000000000000044,average,fastANI,81
myloasm_8373_SemiBin_150.fa,81_1,0.050000000000000044,average,fastANI,81
myloasm_8915_SemiBin_187.fa,81_1,0.050000000000000044,average,fastANI,81
myloasm_nextpolish_8373_SemiBin_154.fa,81_1,0.050000000000000044,average,fastANI,81
myloasm_nextpolish_8915_SemiBin_186.fa,81_1,0.050000000000000044,average,fastANI,81
opera_ms_8373_SemiBin_79.fa,81_1,0.050000000000000044,average,fastANI,81
hybridspades_4143_SemiBin_134.fa,81_2,0.050000000000000044,average,fastANI,81
hybridspades_8366_SemiBin_177.fa,81_2,0.050000000000000044,average,fastANI,81
metamdbg_4143_SemiBin_4.fa,81_2,0.050000000000000044,average,fastANI,81
metamdbg_8366_SemiBin_87.fa,81_2,0.050000000000000044,average,fastANI,81
metamdbg_nextpolish_4143_SemiBin_57.fa,81_2,0.050000000000000044,average,fastANI,81
metamdbg_nextpolish_8366_SemiBin_109.fa,81_2,0.050000000000000044,average,fastANI,81
myloasm_4143_SemiBin_56.fa,81_2,0.050000000000000044,average,fastANI,81
myloasm_nextpolish_4143_SemiBin_33.fa,81_2,0.050000000000000044,average,fastANI,81
opera_ms_4143_SemiBin_104.fa,81_2,0.050000000000000044,average,fastANI,81
opera_ms_8366_SemiBin_52.fa,81_2,0.050000000000000044,average,fastANI,81
myloasm_nextpolish_4143_SemiBin_226.fa,82_0,0.050000000000000044,average,fastANI,82
hybridspades_8373_SemiBin_124.fa,83_1,0.050000000000000044,average,fastANI,83
myloasm_nextpolish_8373_SemiBin_169.fa,83_1,0.050000000000000044,average,fastANI,83
opera_ms_8373_SemiBin_153.fa,83_1,0.050000000000000044,average,fastANI,83
hybridspades_8366_SemiBin_27.fa,84_1,0.050000000000000044,average,fastANI,84
metamdbg_8366_SemiBin_256.fa,84_1,0.050000000000000044,average,fastANI,84
metamdbg_nextpolish_8366_SemiBin_252.fa,84_1,0.050000000000000044,average,fastANI,84
myloasm_8366_SemiBin_131.fa,84_1,0.050000000000000044,average,fastANI,84
myloasm_nextpolish_8366_SemiBin_129.fa,84_1,0.050000000000000044,average,fastANI,84
opera_ms_8366_SemiBin_57.fa,84_1,0.050000000000000044,average,fastANI,84
flye_4143_SemiBin_135.fa,85_1,0.050000000000000044,average,fastANI,85
flye_nextpolish_4143_SemiBin_95.fa,85_1,0.050000000000000044,average,fastANI,85
flye_nextpolish_8915_SemiBin_36.fa,85_1,0.050000000000000044,average,fastANI,85
hybridspades_4143_SemiBin_78.fa,85_1,0.050000000000000044,average,fastANI,85
metamdbg_4143_SemiBin_45.fa,85_1,0.050000000000000044,average,fastANI,85
metamdbg_nextpolish_4143_SemiBin_63.fa,85_1,0.050000000000000044,average,fastANI,85
myloasm_4143_SemiBin_100.fa,85_1,0.050000000000000044,average,fastANI,85
myloasm_nextpolish_4143_SemiBin_93.fa,85_1,0.050000000000000044,average,fastANI,85
opera_ms_4143_SemiBin_106.fa,85_1,0.050000000000000044,average,fastANI,85
myloasm_nextpolish_8373_SemiBin_103.fa,86_0,0.050000000000000044,average,fastANI,86
myloasm_nextpolish_8915_SemiBin_153.fa,87_0,0.050000000000000044,average,fastANI,87
flye_8366_SemiBin_109.fa,88_1,0.050000000000000044,average,fastANI,88
flye_8373_SemiBin_69.fa,88_1,0.050000000000000044,average,fastANI,88
flye_nextpolish_8366_SemiBin_35.fa,88_1,0.050000000000000044,average,fastANI,88
flye_nextpolish_8373_SemiBin_8.fa,88_1,0.050000000000000044,average,fastANI,88
hybridspades_4143_SemiBin_26.fa,88_1,0.050000000000000044,average,fastANI,88
hybridspades_8373_SemiBin_130.fa,88_1,0.050000000000000044,average,fastANI,88
metamdbg_4143_SemiBin_40.fa,88_1,0.050000000000000044,average,fastANI,88
metamdbg_8366_SemiBin_74.fa,88_1,0.050000000000000044,average,fastANI,88
metamdbg_8373_SemiBin_64.fa,88_1,0.050000000000000044,average,fastANI,88
metamdbg_nextpolish_4143_SemiBin_155.fa,88_1,0.050000000000000044,average,fastANI,88
metamdbg_nextpolish_8366_SemiBin_79.fa,88_1,0.050000000000000044,average,fastANI,88
metamdbg_nextpolish_8373_SemiBin_13.fa,88_1,0.050000000000000044,average,fastANI,88
metamdbg_nextpolish_8915_SemiBin_142.fa,88_1,0.050000000000000044,average,fastANI,88
myloasm_8366_SemiBin_115.fa,88_1,0.050000000000000044,average,fastANI,88
myloasm_8373_SemiBin_5.fa,88_1,0.050000000000000044,average,fastANI,88
myloasm_nextpolish_8366_SemiBin_109.fa,88_1,0.050000000000000044,average,fastANI,88
myloasm_nextpolish_8373_SemiBin_51.fa,88_1,0.050000000000000044,average,fastANI,88
opera_ms_4143_SemiBin_65.fa,88_1,0.050000000000000044,average,fastANI,88
opera_ms_8373_SemiBin_95.fa,88_1,0.050000000000000044,average,fastANI,88
flye_nextpolish_8915_SemiBin_54.fa,89_1,0.050000000000000044,average,fastANI,89
hybridspades_8915_SemiBin_243.fa,89_1,0.050000000000000044,average,fastANI,89
metamdbg_nextpolish_8915_SemiBin_119.fa,89_1,0.050000000000000044,average,fastANI,89
myloasm_nextpolish_8915_SemiBin_154.fa,89_1,0.050000000000000044,average,fastANI,89
myloasm_nextpolish_4143_SemiBin_119.fa,89_2,0.050000000000000044,average,fastANI,89
flye_8915_SemiBin_246.fa,90_1,0.050000000000000044,average,fastANI,90
flye_nextpolish_8915_SemiBin_265.fa,90_1,0.050000000000000044,average,fastANI,90
hybridspades_8373_SemiBin_20.fa,90_1,0.050000000000000044,average,fastANI,90
hybridspades_8915_SemiBin_53.fa,90_1,0.050000000000000044,average,fastANI,90
metamdbg_8915_SemiBin_224.fa,90_1,0.050000000000000044,average,fastANI,90
metamdbg_nextpolish_8915_SemiBin_236.fa,90_1,0.050000000000000044,average,fastANI,90
opera_ms_8915_SemiBin_54.fa,90_1,0.050000000000000044,average,fastANI,90
flye_8366_SemiBin_246.fa,91_1,0.050000000000000044,average,fastANI,91
flye_nextpolish_8366_SemiBin_254.fa,91_1,0.050000000000000044,average,fastANI,91
hybridspades_8366_SemiBin_68.fa,91_1,0.050000000000000044,average,fastANI,91
metamdbg_8366_SemiBin_155.fa,91_1,0.050000000000000044,average,fastANI,91
metamdbg_nextpolish_8366_SemiBin_162.fa,91_1,0.050000000000000044,average,fastANI,91
myloasm_8366_SemiBin_82.fa,91_1,0.050000000000000044,average,fastANI,91
myloasm_nextpolish_8366_SemiBin_91.fa,91_1,0.050000000000000044,average,fastANI,91
opera_ms_8366_SemiBin_42.fa,91_1,0.050000000000000044,average,fastANI,91
flye_nextpolish_4143_SemiBin_14.fa,92_1,0.050000000000000044,average,fastANI,92
hybridspades_4143_SemiBin_130.fa,92_1,0.050000000000000044,average,fastANI,92
myloasm_4143_SemiBin_101.fa,92_1,0.050000000000000044,average,fastANI,92
myloasm_nextpolish_4143_SemiBin_99.fa,92_1,0.050000000000000044,average,fastANI,92
opera_ms_4143_SemiBin_139.fa,92_1,0.050000000000000044,average,fastANI,92
flye_8373_SemiBin_267.fa,93_1,0.050000000000000044,average,fastANI,93
flye_nextpolish_8373_SemiBin_270.fa,93_1,0.050000000000000044,average,fastANI,93
hybridspades_8373_SemiBin_77.fa,93_1,0.050000000000000044,average,fastANI,93
metamdbg_nextpolish_8373_SemiBin_52.fa,93_1,0.050000000000000044,average,fastANI,93
opera_ms_8373_SemiBin_9.fa,93_1,0.050000000000000044,average,fastANI,93
flye_8366_SemiBin_260.fa,94_1,0.050000000000000044,average,fastANI,94
flye_nextpolish_8366_SemiBin_256.fa,94_1,0.050000000000000044,average,fastANI,94
hybridspades_8366_SemiBin_100.fa,94_1,0.050000000000000044,average,fastANI,94
metamdbg_8366_SemiBin_44.fa,94_1,0.050000000000000044,average,fastANI,94
metamdbg_nextpolish_8366_SemiBin_99.fa,94_1,0.050000000000000044,average,fastANI,94
metamdbg_nextpolish_8915_SemiBin_146.fa,94_1,0.050000000000000044,average,fastANI,94
myloasm_8366_SemiBin_84.fa,94_1,0.050000000000000044,average,fastANI,94
myloasm_nextpolish_8366_SemiBin_103.fa,94_1,0.050000000000000044,average,fastANI,94
opera_ms_8366_SemiBin_60.fa,94_1,0.050000000000000044,average,fastANI,94
hybridspades_4143_SemiBin_135.fa,95_1,0.050000000000000044,average,fastANI,95
metamdbg_nextpolish_4143_SemiBin_82.fa,95_1,0.050000000000000044,average,fastANI,95
opera_ms_4143_SemiBin_74.fa,95_1,0.050000000000000044,average,fastANI,95
opera_ms_8373_SemiBin_99.fa,95_1,0.050000000000000044,average,fastANI,95
flye_4143_SemiBin_172.fa,95_2,0.050000000000000044,average,fastANI,95
flye_8366_SemiBin_172.fa,95_2,0.050000000000000044,average,fastANI,95
flye_8915_SemiBin_163.fa,95_2,0.050000000000000044,average,fastANI,95
flye_nextpolish_4143_SemiBin_130.fa,95_2,0.050000000000000044,average,fastANI,95
flye_nextpolish_8366_SemiBin_207.fa,95_2,0.050000000000000044,average,fastANI,95
flye_nextpolish_8915_SemiBin_176.fa,95_2,0.050000000000000044,average,fastANI,95
hybridspades_4143_SemiBin_71.fa,95_2,0.050000000000000044,average,fastANI,95
hybridspades_8366_SemiBin_85.fa,95_2,0.050000000000000044,average,fastANI,95
hybridspades_8915_SemiBin_218.fa,95_2,0.050000000000000044,average,fastANI,95
metamdbg_8366_SemiBin_58.fa,95_2,0.050000000000000044,average,fastANI,95
metamdbg_8915_SemiBin_88.fa,95_2,0.050000000000000044,average,fastANI,95
metamdbg_nextpolish_8366_SemiBin_2.fa,95_2,0.050000000000000044,average,fastANI,95
metamdbg_nextpolish_8915_SemiBin_143.fa,95_2,0.050000000000000044,average,fastANI,95
myloasm_8915_SemiBin_136.fa,95_2,0.050000000000000044,average,fastANI,95
myloasm_nextpolish_8915_SemiBin_126.fa,95_2,0.050000000000000044,average,fastANI,95
opera_ms_4143_SemiBin_22.fa,95_2,0.050000000000000044,average,fastANI,95
opera_ms_8366_SemiBin_106.fa,95_2,0.050000000000000044,average,fastANI,95
opera_ms_8915_SemiBin_169.fa,95_2,0.050000000000000044,average,fastANI,95
flye_4143_SemiBin_33.fa,96_1,0.050000000000000044,average,fastANI,96
hybridspades_4143_SemiBin_166.fa,96_1,0.050000000000000044,average,fastANI,96
myloasm_4143_SemiBin_9.fa,96_1,0.050000000000000044,average,fastANI,96
myloasm_nextpolish_4143_SemiBin_19.fa,96_1,0.050000000000000044,average,fastANI,96
opera_ms_4143_SemiBin_170.fa,96_1,0.050000000000000044,average,fastANI,96
flye_8366_SemiBin_113.fa,97_1,0.050000000000000044,average,fastANI,97
flye_8373_SemiBin_151.fa,97_1,0.050000000000000044,average,fastANI,97
flye_nextpolish_8366_SemiBin_125.fa,97_1,0.050000000000000044,average,fastANI,97
flye_nextpolish_8373_SemiBin_151.fa,97_1,0.050000000000000044,average,fastANI,97
hybridspades_8366_SemiBin_196.fa,97_1,0.050000000000000044,average,fastANI,97
hybridspades_8373_SemiBin_90.fa,97_1,0.050000000000000044,average,fastANI,97
metamdbg_8373_SemiBin_16.fa,97_1,0.050000000000000044,average,fastANI,97
metamdbg_nextpolish_8366_SemiBin_6.fa,97_1,0.050000000000000044,average,fastANI,97
metamdbg_nextpolish_8373_SemiBin_26.fa,97_1,0.050000000000000044,average,fastANI,97
myloasm_8373_SemiBin_93.fa,97_1,0.050000000000000044,average,fastANI,97
myloasm_nextpolish_8366_SemiBin_28.fa,97_1,0.050000000000000044,average,fastANI,97
myloasm_nextpolish_8373_SemiBin_111.fa,97_1,0.050000000000000044,average,fastANI,97
opera_ms_8373_SemiBin_82.fa,97_1,0.050000000000000044,average,fastANI,97
flye_8366_SemiBin_176.fa,98_1,0.050000000000000044,average,fastANI,98
hybridspades_8366_SemiBin_127.fa,98_1,0.050000000000000044,average,fastANI,98
hybridspades_8373_SemiBin_229.fa,98_1,0.050000000000000044,average,fastANI,98
metamdbg_8366_SemiBin_27.fa,98_1,0.050000000000000044,average,fastANI,98
metamdbg_nextpolish_8366_SemiBin_78.fa,98_1,0.050000000000000044,average,fastANI,98
opera_ms_8366_SemiBin_54.fa,98_1,0.050000000000000044,average,fastANI,98
flye_8366_SemiBin_75.fa,99_1,0.050000000000000044,average,fastANI,99
flye_nextpolish_8366_SemiBin_70.fa,99_1,0.050000000000000044,average,fastANI,99
flye_nextpolish_8915_SemiBin_23.fa,99_1,0.050000000000000044,average,fastANI,99
myloasm_8366_SemiBin_148.fa,99_1,0.050000000000000044,average,fastANI,99
myloasm_nextpolish_8366_SemiBin_163.fa,99_1,0.050000000000000044,average,fastANI,99
myloasm_nextpolish_8915_SemiBin_87.fa,99_1,0.050000000000000044,average,fastANI,99
metamdbg_8915_SemiBin_68.fa,100_1,0.050000000000000044,average,fastANI,100
metamdbg_nextpolish_8915_SemiBin_62.fa,100_1,0.050000000000000044,average,fastANI,100
myloasm_8915_SemiBin_208.fa,100_1,0.050000000000000044,average,fastANI,100
myloasm_nextpolish_8373_SemiBin_194.fa,100_1,0.050000000000000044,average,fastANI,100
myloasm_nextpolish_8915_SemiBin_211.fa,100_1,0.050000000000000044,average,fastANI,100
flye_8366_SemiBin_92.fa,101_1,0.050000000000000044,average,fastANI,101
flye_nextpolish_8366_SemiBin_135.fa,101_1,0.050000000000000044,average,fastANI,101
hybridspades_8366_SemiBin_107.fa,101_1,0.050000000000000044,average,fastANI,101
metamdbg_8366_SemiBin_160.fa,101_1,0.050000000000000044,average,fastANI,101
metamdbg_nextpolish_8366_SemiBin_168.fa,101_1,0.050000000000000044,average,fastANI,101
myloasm_8366_SemiBin_124.fa,101_1,0.050000000000000044,average,fastANI,101
flye_8373_SemiBin_100.fa,102_1,0.050000000000000044,average,fastANI,102
flye_nextpolish_8373_SemiBin_102.fa,102_1,0.050000000000000044,average,fastANI,102
