user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	"other_related_references(genome_id,species_name,radius,ANI,AF)"	msa_percent	translation_table	red_value	warnings
metamdbg_nextpolish_8915_SemiBin_242	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia stercoris	GCA_003481745.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia stercoris	98.51	0.859	GCA_003481745.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia stercoris	98.51	0.859	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_022717655.1, s__Blautia sp022717655, 95.0, 93.67, 0.617"	90.79	11	N/A	N/A
metamdbg_nextpolish_8915_SemiBin_288	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella stercorea	GCF_000235885.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella stercorea	97.16	0.757	GCF_000235885.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella stercorea	97.16	0.757	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_019052365.1, s__Prevotella sp000434975, 95.0, 89.92, 0.517"	94.72	11	N/A	N/A
metamdbg_nextpolish_8915_SemiBin_301	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	GCF_001406815.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	97.84	0.769	GCF_001406815.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	97.84	0.769	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_002474415.1, s__Agathobacter sp002474415, 95.0, 91.27, 0.633"	90.69	11	N/A	N/A
metamdbg_nextpolish_8915_SemiBin_329	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella gallistercoris	GCA_019113195.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella gallistercoris	98.95	0.899	GCA_019113195.1	95	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__Parasutterella gallistercoris	98.95	0.899	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Parasutterella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_900766055.1, s__Parasutterella sp900766055, 95.0, 92.7, 0.695; GCA_002492145.1, s__Parasutterella sp900552195, 95.0, 91.44, 0.697; GCF_000205025.1, s__Parasutterella excrementihominis, 95.74, 90.65, 0.713; GCA_900554375.1, s__Parasutterella sp900554375, 95.0, 87.07, 0.433"	99.23	11	N/A	N/A
metamdbg_nextpolish_8915_SemiBin_373	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215	GCF_009495355.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215	97.22	0.782	GCF_009495355.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215	97.22	0.782	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_963587495.1, s__Prevotella sp963587495, 95.0, 94.83, 0.723; GCA_900556395.1, s__Prevotella caccae, 95.0, 87.01, 0.442; GCA_002439605.1, s__Prevotella mututuai, 95.0, 84.34, 0.35"	97.26	11	N/A	N/A
metamdbg_nextpolish_8915_SemiBin_38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	GCF_000265365.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	98.43	0.906	GCF_000265365.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	98.43	0.906	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_021204515.1, s__Alistipes sp021204515, 95.0, 93.48, 0.763; GCA_934754975.1, s__Alistipes sp934754975, 95.0, 90.65, 0.641; GCF_025145285.1, s__Alistipes onderdonkii, 95.0, 86.3, 0.425; GCF_902388705.1, s__Alistipes sp902388705, 95.0, 84.36, 0.337; GCF_025145845.1, s__Alistipes shahii, 95.0, 84.27, 0.242; GCF_025145645.1, s__Alistipes senegalensis, 95.0, 83.16, 0.224; GCF_900083545.1, s__Alistipes provencensis, 95.0, 83.03, 0.221; GCF_900541585.1, s__Alistipes sp900541585, 95.0, 82.87, 0.202; GCF_900107675.1, s__Alistipes timonensis, 95.0, 82.49, 0.189; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 82.24, 0.185; GCF_020026455.1, s__Alistipes sp020026455, 95.0, 81.94, 0.174; GCF_018362775.1, s__Alistipes montrealensis, 95.0, 81.8, 0.187; GCA_023443765.1, s__Alistipes sp023443765, 95.0, 81.63, 0.184"	57.19	11	N/A	N/A
metamdbg_nextpolish_8915_SemiBin_408	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900544195	GCA_900544195.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900544195	98.06	0.888	GCA_900544195.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900544195	98.06	0.888	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_000433355.1, s__Cryptobacteroides sp000433355, 95.0, 93.16, 0.621; GCA_000431015.1, s__Cryptobacteroides sp000431015, 95.0, 90.26, 0.486; GCA_934725575.1, s__Cryptobacteroides sp934725575, 95.0, 87.71, 0.393; GCA_963604455.1, s__Cryptobacteroides sp963604455, 95.0, 85.94, 0.261; GCA_963660255.1, s__Cryptobacteroides sp963660255, 95.0, 85.7, 0.255; GCA_963642795.1, s__Cryptobacteroides sp963642795, 95.0, 85.43, 0.404; GCA_002438845.1, s__Cryptobacteroides sp002438845, 95.0, 84.37, 0.374; GCA_963604245.1, s__Cryptobacteroides sp963604245, 95.0, 84.21, 0.281; GCA_934698975.1, s__Cryptobacteroides sp934698975, 95.0, 84.2, 0.3; GCA_963642565.1, s__Cryptobacteroides sp963642565, 95.0, 84.13, 0.348; GCA_934667175.1, s__Cryptobacteroides sp934667175, 95.0, 84.12, 0.32; GCA_963657715.1, s__Cryptobacteroides sp963657715, 95.0, 84.09, 0.336; GCA_963623745.1, s__Cryptobacteroides sp963623745, 95.0, 84.07, 0.326; GCA_963617915.1, s__Cryptobacteroides sp963617915, 95.0, 83.93, 0.274; GCA_963596515.1, s__Cryptobacteroides sp963596515, 95.0, 83.88, 0.246; GCA_002314195.1, s__Cryptobacteroides sp002314195, 95.0, 83.79, 0.312; GCA_002439875.1, s__Cryptobacteroides sp002439875, 95.0, 83.68, 0.334; GCA_002321335.1, s__Cryptobacteroides sp002321335, 95.0, 83.58, 0.292; GCA_963639865.1, s__Cryptobacteroides sp963639865, 95.0, 83.52, 0.323; GCA_934725285.1, s__Cryptobacteroides sp934725285, 95.0, 83.51, 0.226; GCA_002437305.1, s__Cryptobacteroides sp002437305, 95.0, 82.61, 0.259; GCA_934678915.1, s__Cryptobacteroides sp934678915, 95.0, 81.74, 0.17; GCA_002297815.1, s__Cryptobacteroides sp002297815, 95.0, 81.68, 0.225"	95.63	11	N/A	N/A
metamdbg_nextpolish_8915_SemiBin_580	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__HGM10766;s__HGM10766 sp900757295	GCA_025992315.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__HGM10766;s__HGM10766 sp900757295	98.91	0.941	GCA_025992315.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__HGM10766;s__HGM10766 sp900757295	98.91	0.941	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__HGM10766;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	83.18	11	N/A	N/A
metamdbg_nextpolish_8915_SemiBin_74	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp000431795	GCA_000431795.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp000431795	98.22	0.684	GCA_000431795.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp000431795	98.22	0.684	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_934096105.1, s__CAG-302 sp934096105, 95.0, 93.45, 0.627; GCA_934101345.1, s__CAG-302 sp934101345, 95.0, 93.02, 0.571; GCA_934096555.1, s__CAG-302 sp934096555, 95.11, 92.41, 0.581; GCA_900549325.1, s__CAG-302 sp900549325, 95.0, 91.81, 0.555; GCA_934162325.1, s__CAG-302 sp934162325, 95.42, 83.24, 0.199; GCA_001916775.1, s__CAG-302 sp001916775, 95.0, 83.06, 0.16; GCA_934182615.1, s__CAG-302 sp934182615, 95.0, 82.95, 0.164"	60.17	11	N/A	N/A
metamdbg_nextpolish_8915_SemiBin_9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	GCF_025146565.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	98.8	0.822	GCF_025146565.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides eggerthii	98.8	0.822	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_958432865.1, s__Bacteroides stercoris_A, 95.0, 84.46, 0.222; GCF_018390535.1, s__Bacteroides propionicigenes, 95.0, 84.33, 0.378; GCF_900129655.1, s__Bacteroides clarus, 95.0, 84.2, 0.359; GCF_025147325.1, s__Bacteroides stercoris, 95.0, 84.01, 0.34; GCF_910578895.1, s__Bacteroides sp910578895, 95.0, 81.6, 0.202; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 81.59, 0.215"	97.2	11	N/A	N/A
myloasm_8366_SemiBin_23	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A intestinihominis	GCF_040096555.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A intestinihominis	97.11	0.515	GCF_040096555.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A intestinihominis	97.11	0.515	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_019734885.1, s__Coprococcus_A catus, 95.0, 91.52, 0.4"	62.85	11	N/A	N/A
myloasm_8366_SemiBin_374	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia hominis	GCF_020687505.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia hominis	98.22	0.866	GCF_020687505.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia hominis	98.22	0.866	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_963659815.1, s__Wujia sp963659815, 95.0, 92.75, 0.665; GCA_018918185.1, s__Wujia sp900539705, 95.0, 91.54, 0.708; GCA_937894705.1, s__Wujia sp002431865, 95.0, 90.84, 0.63; GCA_963631525.1, s__Wujia sp963631525, 95.0, 90.84, 0.629; GCA_900553925.1, s__Wujia sp900553925, 95.0, 90.71, 0.554; GCA_002404515.1, s__Wujia sp002404515, 95.0, 90.18, 0.587; GCA_934318045.1, s__Wujia sp934318045, 95.0, 89.54, 0.485; GCF_022174665.1, s__Wujia sp022174665, 95.0, 89.53, 0.561; GCA_900767585.1, s__Wujia sp900767585, 95.0, 89.18, 0.473"	91.38	11	N/A	N/A
myloasm_8366_SemiBin_38	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp001916965	GCA_001916965.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp001916965	98.25	0.708	GCA_001916965.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp001916965	98.25	0.708	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_963596435.1, s__COE1 sp963596435, 95.0, 93.85, 0.55; GCA_900753305.1, s__COE1 sp900753305, 95.0, 85.45, 0.261"	48.25	11	N/A	Genome has more than 16.7% of markers with multiple hits
myloasm_8366_SemiBin_97	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter hominis	GCF_014384965.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter hominis	98.88	0.85	GCF_014384965.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter hominis	98.88	0.85	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	84.77	11	N/A	N/A
myloasm_8373_SemiBin_119	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	GCF_000154465.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.49	0.776	GCF_000154465.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.49	0.776	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	91.46	11	N/A	N/A
myloasm_8373_SemiBin_138	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900553595	GCA_900553595.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900553595	98.24	0.907	GCA_900553595.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900553595	98.24	0.907	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_963599085.1, s__Prevotella sp963599085, 95.0, 86.33, 0.489"	81.16	11	N/A	N/A
myloasm_8915_SemiBin_105	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900551615	GCA_900551615.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900551615	98.02	0.834	GCA_900551615.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp900551615	98.02	0.834	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_900753165.1, s__CAG-269 sp900753165, 95.0, 87.68, 0.464; GCA_900552555.1, s__CAG-269 sp900552555, 95.0, 86.5, 0.367; GCA_934162615.1, s__CAG-269 sp934162615, 95.0, 86.22, 0.335; GCA_001916065.1, s__CAG-269 sp001916065, 95.0, 86.11, 0.366; GCA_945865665.1, s__CAG-269 sp945865665, 95.23, 85.76, 0.295; GCA_000438255.1, s__CAG-269 sp000438255, 95.0, 85.68, 0.371; GCA_934120675.1, s__CAG-269 sp934120675, 95.0, 85.52, 0.33; GCA_934179885.1, s__CAG-269 sp934179885, 95.0, 84.94, 0.184; GCA_934132805.1, s__CAG-269 sp934132805, 95.0, 84.91, 0.33; GCA_934122385.1, s__CAG-269 sp934122385, 95.02, 84.27, 0.272; GCA_934168305.1, s__CAG-269 sp934168305, 95.0, 83.8, 0.223; GCA_934149005.1, s__CAG-269 sp934149005, 95.0, 82.85, 0.177; GCA_934141605.1, s__CAG-269 sp934141605, 95.0, 82.6, 0.211; GCA_934120645.1, s__CAG-269 sp934120645, 95.0, 82.58, 0.204; GCA_934154445.1, s__CAG-269 sp934154445, 95.0, 82.11, 0.195; GCA_945877035.1, s__CAG-269 sp945877035, 95.0, 81.74, 0.181"	71.43	11	N/A	N/A
myloasm_8915_SemiBin_225	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp900543825	GCA_900543825.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp900543825	98.42	0.874	GCA_900543825.1	95	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp900543825	98.42	0.874	d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCA_934098435.1, s__CAG-302 sp934098435, 95.0, 93.65, 0.801; GCA_963601985.1, s__CAG-302 sp963601985, 95.0, 87.07, 0.423; GCA_001916775.1, s__CAG-302 sp001916775, 95.0, 81.68, 0.169; GCA_934162325.1, s__CAG-302 sp934162325, 95.42, 81.58, 0.16; GCA_934182615.1, s__CAG-302 sp934182615, 95.0, 81.16, 0.166"	86.8	11	N/A	N/A
myloasm_8915_SemiBin_39	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900557355	GCA_900557355.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900557355	98.29	0.612	GCF_000172175.1	95	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides intestinalis	96.59	0.718	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	N/A	"GCF_003464595.1, s__Bacteroides intestinalis_A, 95.0, 92.3, 0.642; GCF_902364365.1, s__Bacteroides sp900556215, 95.07, 92.1, 0.604; GCF_020091405.1, s__Bacteroides sp900552405, 95.23, 88.53, 0.481; GCF_036416795.1, s__Bacteroides sp036416795, 95.05, 88.09, 0.451; GCF_000513195.1, s__Bacteroides timonensis, 95.0, 86.73, 0.429; GCF_028539415.1, s__Bacteroides cellulosilyticus, 95.26, 86.33, 0.431; GCF_905207245.1, s__Bacteroides sp905207245, 95.0, 85.37, 0.341; GCA_947071285.1, s__Bacteroides sp947071285, 95.0, 85.08, 0.287; GCF_900142015.1, s__Bacteroides stercorirosoris, 95.0, 84.95, 0.334; GCF_000315485.1, s__Bacteroides oleiciplenus, 95.0, 84.7, 0.363; GCA_905215555.1, s__Bacteroides sp905215555, 95.0, 82.96, 0.259"	78.97	11	N/A	N/A
myloasm_nextpolish_0942_SemiBin_115	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	GCF_000173975.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	97.95	0.826	GCF_000173975.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	97.95	0.826	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	"GCF_934307085.1, s__Anaerobutyricum sp934307085, 95.0, 88.76, 0.416; GCF_900209925.1, s__Anaerobutyricum soehngenii, 95.0, 86.46, 0.313; GCA_963600375.1, s__Anaerobutyricum sp963600375, 95.0, 85.91, 0.305; GCA_934317185.1, s__Anaerobutyricum sp934317185, 95.0, 83.73, 0.167"	57.72	11	N/A	N/A
myloasm_nextpolish_0942_SemiBin_118	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotonthovivens;s__Brotonthovivens sp905193415	GCA_905193415.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotonthovivens;s__Brotonthovivens sp905193415	97.46	0.624	GCA_905193415.1	95	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotonthovivens;s__Brotonthovivens sp905193415	97.46	0.624	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotonthovivens;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	52.56	11	N/A	N/A
