user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
HybridSPAdes_934_SemiBin_12	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__CAG-274 sp900545305	GCA_900545305.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__CAG-274 sp900545305	98.65	0.874	GCA_900545305.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__CAG-274 sp900545305	98.65	0.874	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000432155.1, s__CAG-274 sp000432155, 95.0, 93.97, 0.832	81.95	11	N/A	N/A
HybridSPAdes_934_SemiBin_130	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominifimenecus;s__Hominifimenecus microfluidus	GCF_020687485.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominifimenecus;s__Hominifimenecus microfluidus	97.88	0.89	GCF_020687485.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominifimenecus;s__Hominifimenecus microfluidus	97.88	0.89	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	66.44	11	N/A	N/A
HybridSPAdes_934_SemiBin_160	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter segnis	GCF_014297285.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter segnis	99.43	0.929	GCF_014297285.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter segnis	99.43	0.929	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900544105.1, s__Oscillibacter sp900544105, 95.0, 93.85, 0.728; GCA_900550685.1, s__Oscillibacter sp900550685, 95.0, 85.54, 0.334; GCA_900544615.1, s__Oscillibacter sp900544615, 95.0, 84.87, 0.323; GCF_029218125.1, s__Oscillibacter faecalis_A, 95.0, 83.85, 0.256; GCA_934636905.1, s__Oscillibacter sp934636905, 95.0, 83.27, 0.231	68.17	11	N/A	N/A
HybridSPAdes_934_SemiBin_170	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_003478995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp003478995	91.14	0.674	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_944385675.1, s__Lawsonibacter sp944385675, 95.0, 80.61, 0.153	67.81	11	0.99213	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
HybridSPAdes_934_SemiBin_190	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp900754805	GCA_900754805.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp900754805	97.74	0.69	GCA_900754805.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp900754805	97.74	0.69	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902465215.1, s__CAG-238 sp902465215, 95.0, 93.12, 0.535; GCA_934233735.1, s__CAG-238 sp934233735, 95.0, 93.02, 0.703; GCA_000435615.1, s__CAG-238 sp000435615, 95.0, 90.57, 0.353; GCA_934277695.1, s__CAG-238 sp934277695, 95.21, 87.98, 0.336; GCA_022764365.1, s__CAG-238 sp022764365, 95.09, 86.65, 0.287	77.9	11	N/A	N/A
HybridSPAdes_934_SemiBin_215	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525	GCF_018918025.1	95.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525	97.29	0.917	GCF_018918025.1	95.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525	97.29	0.917	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_937915075.1, s__Hominicoprocola sp937915075, 95.0, 94.87, 0.84; GCA_002437735.1, s__Hominicoprocola sp002437735, 95.0, 94.35, 0.701; GCA_021531315.1, s__Hominicoprocola sp900552375, 95.0, 88.5, 0.61; GCA_963654505.1, s__Hominicoprocola sp963654505, 95.0, 87.79, 0.505; GCA_934553255.1, s__Hominicoprocola sp934553255, 95.0, 87.08, 0.489; GCA_037419475.1, s__Hominicoprocola sp037419475, 95.0, 83.99, 0.23; GCA_934589665.1, s__Hominicoprocola sp934589665, 95.0, 83.17, 0.195	42.69	11	N/A	N/A
HybridSPAdes_934_SemiBin_222	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000436735	GCA_000436735.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000436735	98.22	0.896	GCA_000436735.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp000436735	98.22	0.896	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900548625.1, s__CAG-170 sp900548625, 95.0, 82.86, 0.197	55.76	11	N/A	N/A
HybridSPAdes_934_SemiBin_252	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__Lepagella sp001701295	GCA_001701295.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__Lepagella sp001701295	97.84	0.793	GCA_001701295.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__Lepagella sp001701295	97.84	0.793	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Lepagella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	61.85	11	N/A	N/A
HybridSPAdes_934_SemiBin_43	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	GCF_000381365.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	99.17	0.868	GCF_000381365.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	99.17	0.868	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_963599995.1, s__Bacteroides sp963599995, 95.0, 87.34, 0.432; GCA_958477465.1, s__Bacteroides sp958477465, 95.0, 86.37, 0.418	69.7	11	N/A	N/A
HybridSPAdes_934_SemiBin_48	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	GCA_025150425.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	98.0	0.889	GCA_025150425.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	98.0	0.889	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900539195.1, s__Ruminiclostridium_E sp900539195, 95.0, 92.73, 0.644; GCA_902490585.1, s__Ruminiclostridium_E sp902490585, 95.0, 88.59, 0.532; GCA_003512525.1, s__Ruminiclostridium_E sp003512525, 95.0, 88.34, 0.486; GCA_017935365.1, s__Ruminiclostridium_E sp017935365, 95.0, 87.2, 0.485; GCA_963649995.1, s__Ruminiclostridium_E sp963649995, 95.0, 86.96, 0.411; GCA_934490165.1, s__Ruminiclostridium_E sp934490165, 95.0, 86.08, 0.465; GCA_002437415.1, s__Ruminiclostridium_E sp002437415, 95.0, 85.05, 0.406; GCA_016302655.1, s__Ruminiclostridium_E sp016302655, 95.0, 83.28, 0.178; GCA_945921515.1, s__Ruminiclostridium_E sp945921515, 95.0, 82.57, 0.176	93.75	11	N/A	N/A
HybridSPAdes_934_SemiBin_51	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella massiliensis	GCF_016899755.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella massiliensis	97.87	0.878	GCF_016899755.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella massiliensis	97.87	0.878	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_905213905.1, s__Sutterella sp905213905, 95.0, 82.12, 0.194	98.39	11	N/A	N/A
HybridSPAdes_934_SemiBin_52	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Alangreenwoodia;s__Alangreenwoodia sp019420525	GCA_019420525.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Alangreenwoodia;s__Alangreenwoodia sp019420525	98.01	0.896	GCA_019420525.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Alangreenwoodia;s__Alangreenwoodia sp019420525	98.01	0.896	d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Alangreenwoodia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	92.99	11	N/A	N/A
HybridSPAdes_934_SemiBin_64	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	GCA_004557245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	95.92	0.809	GCA_004557245.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	95.92	0.809	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934633985.1, s__SFEL01 sp934633985, 95.0, 90.02, 0.672; GCA_937900325.1, s__SFEL01 sp937900325, 95.0, 89.47, 0.551; GCA_963640685.1, s__SFEL01 sp963640685, 95.0, 79.61, 0.164	76.77	11	N/A	N/A
HybridSPAdes_934_SemiBin_68	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900552475	GCA_900552475.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900552475	98.51	0.777	GCA_900552475.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900552475	98.51	0.777	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	59.67	11	N/A	N/A
HybridSPAdes_934_SemiBin_94	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542445	GCA_900542445.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542445	98.63	0.879	GCA_900542445.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp900542445	98.63	0.879	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934636105.1, s__Ventricola sp934636105, 95.0, 89.61, 0.587; GCA_934675735.1, s__Ventricola sp934675735, 95.0, 89.4, 0.622; GCA_934630975.1, s__Ventricola sp934630975, 95.0, 87.91, 0.535; GCA_900542395.1, s__Ventricola sp900542395, 95.0, 87.5, 0.514; GCA_900548125.1, s__Ventricola sp900548125, 95.0, 85.53, 0.223; GCA_934631055.1, s__Ventricola sp934631055, 95.0, 83.37, 0.208; GCA_934643825.1, s__Ventricola sp934643825, 95.0, 81.72, 0.178	95.17	11	N/A	N/A
HybridSPAdes_942_SemiBin_30	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	GCF_000173975.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	98.53	0.813	GCF_000173975.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	98.53	0.813	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_934307085.1, s__Anaerobutyricum sp934307085, 95.0, 89.18, 0.472; GCA_963600375.1, s__Anaerobutyricum sp963600375, 95.0, 86.85, 0.335; GCF_900209925.1, s__Anaerobutyricum soehngenii, 95.0, 86.55, 0.308; GCA_934317185.1, s__Anaerobutyricum sp934317185, 95.0, 84.28, 0.268	91.42	11	N/A	N/A
HybridSPAdes_942_SemiBin_55	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.63	0.789	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	98.63	0.789	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	86.5	11	N/A	N/A
MetaMDBG_4143_SemiBin_61	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_025758045.1, s__Gemmiger sp900539695, 95.0, 93.21, 0.469; GCF_900167555.1, s__Gemmiger formicilis, 95.0, 88.5, 0.354; GCA_963655125.1, s__Gemmiger sp963655125, 95.0, 87.16, 0.347; GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 86.75, 0.315; GCA_963588145.1, s__Gemmiger sp963588145, 95.0, 86.34, 0.301; GCF_018784445.1, s__Gemmiger sp900540775, 95.0, 84.51, 0.296; GCA_025757985.1, s__Gemmiger sp900540595, 95.0, 84.18, 0.204; GCF_024462815.1, s__Gemmiger sp900554145, 95.0, 83.79, 0.22; GCA_934502625.1, s__Gemmiger sp934502625, 95.0, 83.03, 0.154	44.7	11	0.99338	N/A
MetaMDBG_8366_SemiBin_101	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides hominis	GCF_040094755.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides hominis	98.16	0.76	GCF_040094755.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides hominis	98.16	0.76	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_019583405.1, s__Bacteroides fragilis_B, 95.0, 93.53, 0.695; GCF_000025985.1, s__Bacteroides fragilis, 95.0, 87.88, 0.554; GCA_947646015.1, s__Bacteroides sp947646015, 95.0, 86.98, 0.243	82.84	11	N/A	Genome has more than 10.0% of markers with multiple hits
MetaMDBG_8366_SemiBin_107	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__Pilosibacter sp900066055	GCA_003480435.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__Pilosibacter sp900066055	98.04	0.81	GCA_003480435.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__Pilosibacter sp900066055	98.04	0.81	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pilosibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934370915.1, s__Pilosibacter sp934370915, 95.0, 93.3, 0.618; GCF_032490495.1, s__Pilosibacter fragilis, 95.0, 92.21, 0.539; GCA_902496665.1, s__Pilosibacter sp902496665, 95.0, 90.06, 0.548; GCA_003478035.1, s__Pilosibacter sp900066785, 95.0, 89.85, 0.464; GCA_963646925.1, s__Pilosibacter sp963646925, 95.0, 86.12, 0.382; GCA_963622995.1, s__Pilosibacter sp963622995, 95.0, 85.96, 0.363	45.21	11	N/A	N/A
MetaMDBG_8366_SemiBin_266	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	GCF_025567015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	97.56	0.761	GCF_025567015.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor acetigignens	97.56	0.761	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900772845.1, s__Acetatifactor sp900772845, 95.0, 89.76, 0.561; GCA_040096245.1, s__Acetatifactor hominis, 95.0, 89.75, 0.487; GCF_009695995.1, s__Acetatifactor intestinalis, 95.0, 89.59, 0.536; GCA_945929965.1, s__Acetatifactor sp945929965, 95.36, 89.27, 0.523; GCA_900771995.1, s__Acetatifactor sp900771995, 95.0, 88.83, 0.636; GCA_934436245.1, s__Acetatifactor sp934436245, 95.0, 88.64, 0.529; GCA_934394815.1, s__Acetatifactor sp934394815, 95.0, 88.52, 0.574; GCA_934436435.1, s__Acetatifactor sp934436435, 95.0, 87.77, 0.507; GCA_963630275.1, s__Acetatifactor sp963630275, 95.0, 87.5, 0.461; GCA_900766575.1, s__Acetatifactor sp900766575, 95.0, 87.25, 0.484; GCA_963650795.1, s__Acetatifactor sp963650795, 95.0, 87.01, 0.451; GCA_963623435.1, s__Acetatifactor sp963623435, 95.0, 86.75, 0.435; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 86.62, 0.463; GCA_934394665.1, s__Acetatifactor sp934394665, 95.0, 86.57, 0.373; GCA_934394515.1, s__Acetatifactor sp934394515, 95.0, 85.79, 0.389	86.87	11	N/A	N/A
MetaMDBG_8366_SemiBin_497	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp003487665	GCA_003487665.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp003487665	97.53	0.805	GCA_003487665.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp003487665	97.53	0.805	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934590325.1, s__Vescimonas sp934590325, 95.0, 88.16, 0.494; GCA_000435555.1, s__Vescimonas sp000435555, 95.0, 88.06, 0.509; GCA_934623575.1, s__Vescimonas sp934623575, 95.0, 88.01, 0.473; GCA_002438575.1, s__Vescimonas sp002438575, 95.0, 87.86, 0.478; GCA_900551355.1, s__Vescimonas sp900551355, 95.0, 87.15, 0.355; GCA_900551995.1, s__Vescimonas sp900551995, 95.0, 86.93, 0.442; GCA_963628195.1, s__Vescimonas sp963628195, 95.0, 85.81, 0.379; GCA_945878665.1, s__Vescimonas sp945878665, 95.0, 85.78, 0.336; GCA_934591815.1, s__Vescimonas sp934591815, 95.0, 85.7, 0.3; GCA_900554275.1, s__Vescimonas sp900554275, 95.0, 85.42, 0.344; GCA_900547745.1, s__Vescimonas sp900547745, 95.0, 85.32, 0.333; GCA_900545495.1, s__Vescimonas sp900545495, 95.0, 85.17, 0.336; GCA_963632705.1, s__Vescimonas sp963632705, 95.0, 85.17, 0.306; GCA_934591745.1, s__Vescimonas sp934591745, 95.0, 85.05, 0.297; GCA_900555735.1, s__Vescimonas sp900555735, 95.0, 84.72, 0.16; GCA_963613145.1, s__Vescimonas sp963613145, 95.0, 84.58, 0.307; GCA_900545585.1, s__Vescimonas sp900545585, 95.0, 84.55, 0.269; GCA_900550585.1, s__Vescimonas sp900550585, 95.0, 84.39, 0.265; GCA_900548615.1, s__Vescimonas sp900548615, 95.0, 83.93, 0.186; GCA_900757415.1, s__Vescimonas sp900757415, 95.0, 83.85, 0.163; GCA_934589835.1, s__Vescimonas sp934589835, 95.0, 83.66, 0.251; GCF_020687045.1, s__Vescimonas cirricatena, 95.0, 83.34, 0.156; GCA_900552725.1, s__Vescimonas sp900552725, 95.0, 83.33, 0.178; GCA_945877515.1, s__Vescimonas sp945877515, 95.0, 83.3, 0.203; GCA_934597345.1, s__Vescimonas sp934597345, 95.0, 83.05, 0.168; GCA_934597585.1, s__Vescimonas sp934597585, 95.0, 83.03, 0.157; GCA_963631875.1, s__Vescimonas sp963631875, 95.0, 82.48, 0.222; GCA_934565655.1, s__Vescimonas sp934565655, 95.0, 82.23, 0.169	90.59	11	N/A	N/A
MetaMDBG_8366_SemiBin_87	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__Hominiventricola aquisgranensis	GCF_040096225.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__Hominiventricola aquisgranensis	97.41	0.712	GCF_040096225.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__Hominiventricola aquisgranensis	97.41	0.712	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominiventricola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	74.31	11	N/A	N/A
MetaMDBG_8373_SemiBin_184	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas cirricatena	GCF_020687045.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas cirricatena	96.05	0.677	GCF_020687045.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas cirricatena	96.05	0.677	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000435975.1, s__Vescimonas sp000435975, 95.0, 90.28, 0.418; GCF_018408575.1, s__Vescimonas coprocola, 95.0, 85.77, 0.231	49.44	11	N/A	N/A
